2/15 17:33:35.102  CAST: 0x0000000000671818(Milktrader) begins to cast Shoot Bow(2480) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:34:48.680  You gain Slice and Dice (1).
2/15 17:34:48.855  CAST: 0x00000000001CFD42(Netheras) casts Dissolvent Poison II(45880)(Rank 2) on 0xF13000290200BE8F(Spectral Tutor).
2/15 17:34:48.855  0x00000000001CFD42's Dissolvent Poison II hits 0xF13000290200BE8F for 187.
2/15 17:34:48.855  0x00000000001CFD42 hits 0xF13000290200BE8F for 145.
2/15 17:34:49.493  CAST: 0xF1300028E500BF44(Scholomance Adept) casts Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:34:49.694  0xF1300028E500BF44 begins to cast Frostbolt.
2/15 17:34:49.694  CAST: 0xF1300028E500BF44(Scholomance Adept) begins to cast Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:34:49.694  0xF1300028F200BF42 hits you for 84.
2/15 17:34:49.695  0xF1300028ED0164BD begins to cast Shadow Bolt Volley.
2/15 17:34:49.695  CAST: 0xF1300028ED0164BD(Scholomance Necromancer) begins to cast Shadow Bolt Volley(14887) on 0x0000000000671818(Milktrader).
2/15 17:34:49.818  CAST: 0x00000000001CFD42(Netheras) casts Eviscerate(31016)(Rank 9) on 0xF13000290200BE8F(Spectral Tutor).
2/15 17:34:49.818  0x00000000001CFD42's Eviscerate hits 0xF13000290200BE8F for 382.
2/15 17:34:49.818  CAST: 0x00000000001CFD42(Netheras) casts Hack and Slash(52634) on 0x00000000001CFD42(Netheras).
2/15 17:34:49.818  0x00000000001CFD42 gains 1 extra attack through Hack and Slash.
2/15 17:34:49.818  0x00000000001CFD42 gains 20 Energy from 0x00000000001CFD42's Relentless Strikes.
2/15 17:34:49.818  0x00000000001CFD42 hits 0xF13000290200BE8F for 237.
2/15 17:34:49.818  0xF1300028E500BF44's Frostbolt hits you for 367 Frost damage.
2/15 17:34:49.820  0x00000000001CFD42 gains Relentless Strikes (2).
2/15 17:34:49.820  You are afflicted by Frostbolt (1).
2/15 17:34:50.382  You crit 0xF1300028ED0164BD for 450.
2/15 17:34:50.459  You hit 0xF1300028ED0164BD for 71.
2/15 17:34:50.540  0x00000000001CFD42 gains Devotion Aura (1).
2/15 17:34:50.540  You gain Devotion Aura (1).
2/15 17:34:50.768  CAST: 0x0000000000671818(Milktrader) casts Kick(1769)(Rank 4) on 0xF1300028ED0164BD(Scholomance Necromancer).
2/15 17:34:50.768  CAST: 0xF1300028ED0164BD(Scholomance Necromancer) fails casting Shadow Bolt Volley(14887).
2/15 17:34:50.768  Your Kick crits 0xF1300028ED0164BD for 106.
2/15 17:34:50.839  CAST: 0x00000000001CFD42(Netheras) casts Sinister Strike(11294)(Rank 8) on 0xF13000290200BE8F(Spectral Tutor).
2/15 17:34:50.839  0x00000000001CFD42's Sinister Strike crits 0xF13000290200BE8F for 770.
2/15 17:34:50.839  0xF1300028ED0164BD attacks. You parry.
2/15 17:34:50.906  CAST: 0x00000000001CFD42(Netheras) casts Dissolvent Poison II(45880)(Rank 2) on 0xF13000290200BE8F(Spectral Tutor).
2/15 17:34:50.906  0x00000000001CFD42's Dissolvent Poison II hits 0xF13000290200BE8F for 185.
2/15 17:34:50.906  0x00000000001CFD42 hits 0xF13000290200BE8F for 155.
2/15 17:34:51.175  You hit 0xF1300028ED0164BD for 69.
2/15 17:34:51.175  Riposte fades from 0xF13000290200BE8F.
2/15 17:34:51.405  0x0000000000426076 hits 0xF1300028E500BF44 for 158.
2/15 17:34:51.552  CAST: 0x00000000006E1670(Ashsoul) casts Holy Shock(51786)(Rank 4) on 0x0000000000671818(Milktrader).
2/15 17:34:51.552  CAST: 0x00000000006E1670(Ashsoul) casts Holy Shock(51787)(Rank 4) on 0x0000000000671818(Milktrader).
2/15 17:34:51.552  CAST: 0x00000000006E1670(Ashsoul) casts Illumination(20272) on 0x00000000006E1670(Ashsoul).
2/15 17:34:51.552  0x00000000006E1670 gains 291 Mana from 0x00000000006E1670's Illumination.
2/15 17:34:51.552  0x00000000006E1670's Holy Shock critically heals you for 1688.
2/15 17:34:51.552  You gain Daybreak (1).
2/15 17:34:51.622  Kidney Shot fades from 0xF13000290200BE8F.
2/15 17:34:51.704  CAST: 0xF1300028FF00BF1A(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1A(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BF19(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF19(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BF1C(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1C(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BE80(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE80(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BDB3(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDB3(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF016514(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016514(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF01651B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF01651B(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF016513(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016513(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BE81(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE81(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BE7D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE7D(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BD5D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BD5D(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BE84(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE84(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BE79(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE79(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BF57(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF57(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BEA9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEA9(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BEBB(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEBB(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BDC9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDC9(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BEB2(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB2(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF016517(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016517(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BEB0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB0(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BF61(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF61(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BEAC(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEAC(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BEC4(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC4(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BF5B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF5B(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BEC5(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC5(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BF67(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF67(Diseased Ghoul).
2/15 17:34:51.704  CAST: 0xF1300028FF00BEC0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC0(Diseased Ghoul).
2/15 17:34:51.704  Cheap Shot fades from 0xF13000290200BE8F.
2/15 17:34:51.742  0x0000000000426076 hits 0xF1300028E500BF44 for 80.
2/15 17:34:51.742  CAST: 0x0000000000671818(Milktrader) casts Daybreak(50931) on 0x0000000000671818(Milktrader).
2/15 17:34:51.742  CAST: 0xF13000290200BE8F(Spectral Tutor) casts Dazed(1604) on 0x0000000000671818(Milktrader).
2/15 17:34:51.742  0xF13000290200BE8F performs Dazed on you.
2/15 17:34:51.742  0xF13000290200BE8F hits you for 371.
2/15 17:34:51.821  Daybreak fades from you.
2/15 17:34:51.821  You are afflicted by Dazed (1).
2/15 17:34:51.902  CAST: 0x0000000000671818(Milktrader) casts Sinister Strike(11294)(Rank 8) on 0xF1300028ED0164BD(Scholomance Necromancer).
2/15 17:34:51.902  Your Sinister Strike hits 0xF1300028ED0164BD for 281. (35 blocked)
2/15 17:34:51.969  CAST: 0x00000000001CFD42(Netheras) casts Eviscerate(31016)(Rank 9) on 0xF13000290200BE8F(Spectral Tutor).
2/15 17:34:51.969  0x00000000001CFD42's Eviscerate hits 0xF13000290200BE8F for 460.
2/15 17:34:51.969  CAST: 0x00000000001CFD42(Netheras) casts Dissolvent Poison II(45880)(Rank 2) on 0xF13000290200BE8F(Spectral Tutor).
2/15 17:34:51.969  0x00000000001CFD42's Dissolvent Poison II hits 0xF13000290200BE8F for 192.
2/15 17:34:51.969  0x00000000001CFD42 gains 20 Energy from 0x00000000001CFD42's Relentless Strikes.
2/15 17:34:51.969  0x00000000001CFD42 gains Relentless Strikes (3).
2/15 17:34:52.045  CAST: 0x0000000000426076(Gustas) casts Sunder Armor(11597)(Rank 5) on 0xF1300028E500BF44(Scholomance Adept).
2/15 17:34:52.045  0xF1300028E500BF44 is afflicted by Sunder Armor (1).
2/15 17:34:52.160  You have slain 0xF13000290200BE8F!
2/15 17:34:52.160  0xF13000290200BE8F dies.
2/15 17:34:52.160  0x00000000001CFD42 crits 0xF13000290200BE8F for 532.
2/15 17:34:52.265  0x00000000006E1670's Daybreak heals you for 714.
2/15 17:34:52.265  You crit 0xF1300028ED0164BD for 444.
2/15 17:34:52.265  0xF1300028F200BF42 hits 0x00000000006E1670 for 0. (52 blocked)
2/15 17:34:52.300  CAST: 0x0000000000671818(Milktrader) casts Riposte(14251) on 0xF1300028ED0164BD(Scholomance Necromancer).
2/15 17:34:52.300  Your Riposte hits 0xF1300028ED0164BD for 382.
2/15 17:34:52.300  You crit 0xF1300028ED0164BD for 136.
2/15 17:34:52.332  0xF1300028ED0164BD is afflicted by Riposte (1).
2/15 17:34:52.454  Devotion Aura fades from 0x00000000006E5FF9.
2/15 17:34:52.780  CAST: 0xF1300028E500BF44(Scholomance Adept) casts Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:34:52.972  0x00000000001CFD42 crits 0xF1300028ED0164BD for 356.
2/15 17:34:52.972  0xF1300028E500BF44 begins to cast Frostbolt.
2/15 17:34:52.972  CAST: 0xF1300028E500BF44(Scholomance Adept) begins to cast Frostbolt(15043) on 0x0000000000426076(Gustas).
2/15 17:34:52.972  0xF1300028ED0164BD attacks. You dodge.
2/15 17:34:53.049  CAST: 0x00000000001CFD42(Netheras) casts Sinister Strike(11294)(Rank 8) on 0xF1300028ED0164BD(Scholomance Necromancer).
2/15 17:34:53.049  0x00000000001CFD42's Sinister Strike hits 0xF1300028ED0164BD for 318.
2/15 17:34:53.049  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF1300028E500BF44(Scholomance Adept).
2/15 17:34:53.049  CAST: 0x0000000000426076(Gustas) casts Deep Wound(12721) on 0xF1300028E500BF44(Scholomance Adept).
2/15 17:34:53.049  CAST: 0x0000000000426076(Gustas) casts Flurry(12970)(Rank 5) on 0x0000000000426076(Gustas).
2/15 17:34:53.049  0x0000000000426076 crits 0xF1300028E500BF44 for 150.
2/15 17:34:53.049  0xF1300028E500BF44 is afflicted by Deep Wound (1).
2/15 17:34:53.153  0xF1300028E500BF44's Frostbolt hits you for 377 Frost damage.
2/15 17:34:53.226  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF1300028E500BF44(Scholomance Adept).
2/15 17:34:53.226  CAST: 0x0000000000426076(Gustas) casts Flurry(12970)(Rank 5) on 0x0000000000426076(Gustas).
2/15 17:34:53.226  0x0000000000426076 crits 0xF1300028E500BF44 for 312.
2/15 17:34:53.454  CAST: 0x0000000000671818(Milktrader) casts Agitating Poison I(45613)(Rank 1) on 0xF1300028ED0164BD(Scholomance Necromancer).
2/15 17:34:53.454  Your Agitating Poison I hits 0xF1300028ED0164BD for 79 Nature damage.
2/15 17:34:53.454  You crit 0xF1300028ED0164BD for 164.
2/15 17:34:53.637  CAST: 0x00000000006E1670(Ashsoul) casts Holy Strike(10333)(Rank 8) on 0xF1300028F200BF42(Risen Lackey).
2/15 17:34:53.637  0x00000000006E1670's Holy Strike hits 0xF1300028F200BF42 for 351 Holy damage.
2/15 17:34:53.637  0x00000000006E1670's Mending Light heals 0x0000000000426076 for 437.
2/15 17:34:53.637  0x00000000006E1670's Mending Light heals you for 437.
2/15 17:34:53.637  0x00000000006E1670's Mending Light critically heals 0x00000000006E1670 for 327.
2/15 17:34:53.637  0x00000000006E1670 gains 90 Mana from 0x00000000006E1670's Mending Light.
2/15 17:34:53.637  0x00000000006E1670 hits 0xF1300028F200BF42 for 103.
2/15 17:34:53.637  0x00000000006E1670 gains Daybreak (1).
2/15 17:34:54.055  You crit 0xF1300028ED0164BD for 480.
2/15 17:34:54.241  CAST: 0x00000000001CFD42(Netheras) casts Slice and Dice(6774)(Rank 2) on 0xF1300028ED0164BD(Scholomance Necromancer).
2/15 17:34:54.242  0x00000000001CFD42 gains Slice and Dice (1).
2/15 17:34:54.354  0x0000000000426076 hits 0xF1300028E500BF44 for 86.
2/15 17:34:54.354  CAST: 0x00000000006E1670(Ashsoul) casts Daybreak(50931) on 0x00000000006E1670(Ashsoul).
2/15 17:34:54.354  0xF1300028F200BF42 hits 0x00000000006E1670 for 52.
2/15 17:34:54.423  Daybreak fades from 0x00000000006E1670.
2/15 17:34:54.508  CAST: 0x0000000000426076(Gustas) casts Whirlwind(1680).
2/15 17:34:54.508  0x0000000000426076's Whirlwind hits 0xF1300028E500BF44 for 178.
2/15 17:34:54.508  0x0000000000426076's Whirlwind hits 0xF1300028F200BF42 for 158.
2/15 17:34:54.508  0x0000000000426076's Whirlwind hits 0xF1300028ED0164BD for 191.
2/15 17:34:54.508  0xF1300028E500BF44 suffers 21 Physical damage from 0x0000000000426076's Deep Wound.
2/15 17:34:54.579  You crit 0xF1300028E500BF44 for 166.
2/15 17:34:54.579  CAST: 0x00000000001CFD42(Netheras) casts Dissolvent Poison II(45880)(Rank 2) on 0xF1300028ED0164BD(Scholomance Necromancer).
2/15 17:34:54.579  0x00000000001CFD42's Dissolvent Poison II hits 0xF1300028ED0164BD for 195.
2/15 17:34:54.579  0x00000000001CFD42 crits 0xF1300028ED0164BD for 486.
2/15 17:34:54.579  CAST: 0x0000000000426076(Gustas) fails casting Cleave(20569)(Rank 5).
2/15 17:34:54.690  CAST: 0x00000000006E5FF9(Mooshmallows) casts Totemic Recall(45513).
2/15 17:34:54.690  0x00000000006E5FF9 gains 65 Mana from 0x00000000006E5FF9's Totemic Recall.
2/15 17:34:54.690  CAST: 0xF1300028FF00BF1C(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1C(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BE80(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE80(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BDB3(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDB3(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF016514(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016514(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF01651B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF01651B(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF016513(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016513(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BE81(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE81(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BE7D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE7D(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BD5D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BD5D(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BE84(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE84(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BE79(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE79(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BF57(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF57(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BEA9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEA9(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BEBB(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEBB(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BDC9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDC9(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BEB2(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB2(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF016517(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016517(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BEB0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB0(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BF61(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF61(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BEAC(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEAC(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BEC4(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC4(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BF5B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF5B(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BEC5(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC5(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BF67(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF67(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BEC0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC0(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BF1A(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1A(Diseased Ghoul).
2/15 17:34:54.690  CAST: 0xF1300028FF00BF19(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF19(Diseased Ghoul).
2/15 17:34:54.890  0x00000000006E1670's Daybreak heals 0x00000000006E1670 for 705.
2/15 17:34:55.029  CAST: 0x0000000000671818(Milktrader) casts Sinister Strike(11294)(Rank 8) on 0xF1300028E500BF44(Scholomance Adept).
2/15 17:34:55.029  Your Sinister Strike hits 0xF1300028E500BF44 for 306.
2/15 17:34:55.029  CAST: 0x00000000001CFD42(Netheras) casts Dissolvent Poison II(45880)(Rank 2) on 0xF1300028ED0164BD(Scholomance Necromancer).
2/15 17:34:55.029  0x00000000001CFD42's Dissolvent Poison II was resisted by 0xF1300028ED0164BD.
2/15 17:34:55.029  0x00000000001CFD42 crits 0xF1300028ED0164BD for 342.
2/15 17:34:55.029  0x0000000000426076 misses 0xF1300028E500BF44.
2/15 17:34:55.029  0xF1300028ED0164BD hits you for 113.
2/15 17:34:55.588  CAST: 0x00000000006E1670(Ashsoul) casts Seal of Wisdom(51745)(Rank 4).
2/15 17:34:55.588  0x00000000006E1670 gains Seal of Wisdom (1).
2/15 17:34:55.668  You miss 0xF1300028E500BF44.
2/15 17:34:55.668  0x0000000000426076 gains 1 Rage from 0x0000000000426076's Unbridled Wrath.
2/15 17:34:55.668  0x0000000000426076 hits 0xF1300028E500BF44 for 82.
2/15 17:34:55.823  Dazed fades from you.
2/15 17:34:55.857  You crit 0xF1300028E500BF44 for 496.
2/15 17:34:55.857  Riposte fades from 0xF1300028ED0164BD.
2/15 17:34:56.009  0x00000000006E1670 hits 0xF1300028F200BF42 for 101.
2/15 17:34:56.009  CAST: 0x0000000000671818(Milktrader) casts Sinister Strike(11294)(Rank 8) on 0xF1300028E500BF44(Scholomance Adept).
2/15 17:34:56.009  Your Sinister Strike hits 0xF1300028E500BF44 for 284.
2/15 17:34:56.009  CAST: 0xF1300028E500BF44(Scholomance Adept) casts Frostbolt(15043) on 0x0000000000426076(Gustas).
2/15 17:34:56.009  0xF1300028E500BF44 suffers 21 Physical damage from 0x0000000000426076's Deep Wound.
2/15 17:34:56.162  CAST: 0x00000000001CFD42(Netheras) casts Sinister Strike(11294)(Rank 8) on 0xF1300028ED0164BD(Scholomance Necromancer).
2/15 17:34:56.162  0x00000000001CFD42's Sinister Strike hits 0xF1300028ED0164BD for 344.
2/15 17:34:56.162  CAST: 0x00000000001CFD42(Netheras) casts Dissolvent Poison II(45880)(Rank 2) on 0xF1300028ED0164BD(Scholomance Necromancer).
2/15 17:34:56.162  0x00000000001CFD42's Dissolvent Poison II hits 0xF1300028ED0164BD for 181.
2/15 17:34:56.241  CAST: 0xF1300028E500BF44(Scholomance Adept) casts Cone of Cold(15244) on 0x0000000000426076(Gustas).
2/15 17:34:56.241  0xF1300028E500BF44's Cone of Cold hits 0x00000000006E1670 for 529 Frost damage.
2/15 17:34:56.241  0xF1300028E500BF44's Cone of Cold hits 0x0000000000426076 for 532 Frost damage.
2/15 17:34:56.241  0xF1300028E500BF44's Cone of Cold hits 0x00000000001CFD42 for 526 Frost damage.
2/15 17:34:56.241  0xF1300028E500BF44's Cone of Cold hits you for 581 Frost damage.
2/15 17:34:56.241  0xF1300028E500BF44's Frostbolt hits 0x0000000000426076 for 453 Frost damage.
2/15 17:34:56.301  0x0000000000426076 is afflicted by Cone of Cold (1).
2/15 17:34:56.301  0x00000000001CFD42 is afflicted by Cone of Cold (1).
2/15 17:34:56.301  Frostbolt fades from you.
2/15 17:34:56.301  You are afflicted by Cone of Cold (1).
2/15 17:34:56.307  0x00000000006E1670 is afflicted by Cone of Cold (1).
2/15 17:34:56.389  0xF1300028F200BF42 hits 0x00000000006E1670 for 0. (54 blocked)
2/15 17:34:56.474  0x00000000001CFD42 misses 0xF1300028ED0164BD.
2/15 17:34:56.474  0x00000000006E5FF9 gains Devotion Aura (1).
2/15 17:34:56.608  0x00000000001CFD42 crits 0xF1300028ED0164BD for 284.
2/15 17:34:56.760  You hit 0xF1300028E500BF44 for 84.
2/15 17:34:56.783  0x0000000000426076 attacks. 0xF1300028E500BF44 dodges.
2/15 17:34:56.958  You fail to perform Sinister Strike: Not enough energy.
2/15 17:34:57.047  You fail to perform Sinister Strike: Not enough energy.
2/15 17:34:57.047  0x0000000000426076 hits 0xF1300028E500BF44 for 90.
2/15 17:34:57.165  CAST: 0xF1300028ED0164BD(Scholomance Necromancer) casts Call of the Grave(12020) on 0x0000000000671818(Milktrader).
2/15 17:34:57.165  0xF1300028ED0164BD's Call of the Grave was resisted by 0x00000000006E1670.
2/15 17:34:57.205  0x00000000001CFD42 is afflicted by Call of the Grave (1).
2/15 17:34:57.205  You are afflicted by Call of the Grave (1).
2/15 17:34:57.241  You fail to perform Sinister Strike: Not enough energy.
2/15 17:34:57.354  CAST: 0x0000000000671818(Milktrader) casts Shifting Image(44066) on 0x0000000000671818(Milktrader).
2/15 17:34:57.354  0xF1300028ED0164BD hits you for 278.
2/15 17:34:57.396  You gain Shifting Image (1).
2/15 17:34:57.466  0xF1300028E500BF44 suffers 21 Physical damage from 0x0000000000426076's Deep Wound.
2/15 17:34:57.656  CAST: 0x0000000000671818(Milktrader) casts Sinister Strike(11294)(Rank 8) on 0xF1300028E500BF44(Scholomance Adept).
2/15 17:34:57.656  Your Sinister Strike hits 0xF1300028E500BF44 for 300.
2/15 17:34:57.656  CAST: 0x0000000000671818(Milktrader) casts Agitating Poison I(45613)(Rank 1) on 0xF1300028E500BF44(Scholomance Adept).
2/15 17:34:57.656  Your Agitating Poison I hits 0xF1300028E500BF44 for 67 Nature damage.
2/15 17:34:57.656  You crit 0xF1300028E500BF44 for 440.
2/15 17:34:57.656  CAST: 0xF1300028FF00BF1C(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1C(Diseased Ghoul).
